date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2021-03-02,SP,Piracaia,city,1440,9,True,27462,3538600,5243.60935,0.0063
2021-03-02,SP,Piracicaba,city,31688,540,True,407252,3538709,7780.93171,0.017
2021-03-02,SP,Piraju,city,808,18,True,29869,3538808,2705.1458,0.0223
2021-03-02,SP,Pirajuí,city,1102,18,True,25719,3538907,4284.77001,0.0163
2021-03-02,SP,Pirangi,city,639,25,True,11471,3539004,5570.56926,0.0391
2021-03-02,SP,Pirapora do Bom Jesus,city,1000,8,True,19178,3539103,5214.30806,0.008
2021-03-02,SP,Pirapozinho,city,1357,32,True,27754,3539202,4889.38531,0.0236
2021-03-02,SP,Pirassununga,city,3910,59,True,76877,3539301,5086.04654,0.0151
2021-03-02,SP,Piratininga,city,459,13,True,13765,3539400,3334.54413,0.0283
2021-03-02,SP,Pitangueiras,city,2092,55,True,40080,3539509,5219.56088,0.0263
2021-03-02,SP,Planalto,city,267,4,True,5304,3539608,5033.93665,0.015
2021-03-02,SP,Platina,city,131,3,True,3578,3539707,3661.26328,0.0229
2021-03-02,SP,Poá,city,4173,176,True,118349,3539806,3526.01205,0.0422
2021-03-02,SP,Poloni,city,235,6,True,6113,3539905,3844.26632,0.0255
2021-03-02,SP,Pompéia,city,400,8,True,22172,3540002,1804.07721,0.02
2021-03-02,SP,Pongaí,city,155,6,True,3400,3540101,4558.82353,0.0387
2021-03-02,SP,Pontal,city,2584,63,True,50852,3540200,5081.41273,0.0244
2021-03-02,SP,Pontalinda,city,105,8,True,4674,3540259,2246.46983,0.0762
2021-03-02,SP,Pontes Gestal,city,200,5,True,2577,3540309,7760.96236,0.025
2021-03-02,SP,Populina,city,95,3,True,4152,3540408,2288.05395,0.0316
2021-03-02,SP,Porangaba,city,223,2,True,10067,3540507,2215.15844,0.009
2021-03-02,SP,Porto Feliz,city,3611,41,True,53402,3540606,6761.91903,0.0114
2021-03-02,SP,Porto Ferreira,city,2643,63,True,56504,3540705,4677.54495,0.0238
2021-03-02,SP,Potim,city,883,17,True,25130,3540754,3513.72861,0.0193
2021-03-02,SP,Potirendaba,city,1284,25,True,17516,3540804,7330.44074,0.0195
2021-03-02,SP,Pracinha,city,144,1,True,4212,3540853,3418.80342,0.0069
2021-03-02,SP,Pradópolis,city,1091,24,True,21873,3540903,4987.88461,0.022
2021-03-02,SP,Praia Grande,city,10392,363,True,330845,3541000,3141.04792,0.0349
2021-03-02,SP,Pratânia,city,221,2,True,5317,3541059,4156.47922,0.009
2021-03-02,SP,Presidente Alves,city,140,3,True,4080,3541109,3431.37255,0.0214
2021-03-02,SP,Presidente Bernardes,city,583,16,True,13023,3541208,4476.69508,0.0274
2021-03-02,SP,Presidente Epitácio,city,1128,33,True,44389,3541307,2541.17011,0.0293
2021-03-02,SP,Presidente Prudente,city,11687,267,True,230371,3541406,5073.12118,0.0228
2021-03-02,SP,Presidente Venceslau,city,1268,48,True,39583,3541505,3203.3954,0.0379
2021-03-02,SP,Promissão,city,2882,28,True,40828,3541604,7058.88116,0.0097
2021-03-02,SP,Quadra,city,77,3,True,3854,3541653,1997.92423,0.039
2021-03-02,SP,Quatá,city,482,4,True,14210,3541703,3391.97748,0.0083
2021-03-02,SP,Queiroz,city,89,3,True,3460,3541802,2572.25434,0.0337
2021-03-02,SP,Queluz,city,639,6,True,13606,3541901,4696.45745,0.0094
2021-03-02,SP,Quintana,city,144,2,True,6688,3542008,2153.11005,0.0139
2021-03-02,SP,Rafard,city,402,4,True,9101,3542107,4417.09702,0.01
2021-03-02,SP,Rancharia,city,1494,24,True,29726,3542206,5025.90325,0.0161
2021-03-02,SP,Redenção da Serra,city,44,0,True,3839,3542305,1146.13181,0.0
2021-03-02,SP,Regente Feijó,city,289,13,True,20394,3542404,1417.08346,0.045
2021-03-02,SP,Reginópolis,city,170,4,True,9837,3542503,1728.16916,0.0235
2021-03-02,SP,Registro,city,3401,83,True,56393,3542602,6030.89036,0.0244
2021-03-02,SP,Restinga,city,208,4,True,7679,3542701,2708.68603,0.0192
2021-03-02,SP,Ribeira,city,144,1,True,3330,3542800,4324.32432,0.0069
2021-03-02,SP,Ribeirão Bonito,city,488,13,True,13299,3542909,3669.44883,0.0266
2021-03-02,SP,Ribeirão Branco,city,651,14,True,16211,3543006,4015.79175,0.0215
2021-03-02,SP,Ribeirão Corrente,city,124,2,True,4752,3543105,2609.42761,0.0161
2021-03-02,SP,Ribeirão dos Índios,city,48,3,True,2224,3543238,2158.27338,0.0625
